Subject Number,Gender,"Acromial Height, Sitting (mm)",Ankle Circumference (mm),Spine-to-Shoulder (mm),Spine-to-Elbow (mm),Arm Length (Spine to Wrist) (mm),Arm Length (Shoulder to Wrist) (mm),Arm Length (Shoulder to Elbow) (mm),Armscye Circumference (Scye Circ Over Acromion) (mm),Bizygomatic Breadth (mm),Chest Circumference (mm),Bust/Chest Circumference Under Bust (mm),Buttock-Knee Length (mm),Chest Girth at Scye (Chest Circumference at Scye)(mm),Crotch Height (mm),"Elbow Height, Sitting (mm)","Eye Height, Sitting (mm)",Face Length (mm),Foot Length (mm),Hand Circumference (mm),Hand Length (mm),Head Breadth (mm),Head Circumference (mm),Head Length (mm),"Hip Breadth, Sitting (mm)","Hip Circumference, Maximum (mm)",Hip Circ Max Height (mm),Knee Height (mm),Neck Base Circumference (mm),Shoulder Breadth (mm),Sitting Height (mm),Stature (mm),Subscapular Skinfold (mm),Thigh Circumference (mm),Thigh Circumference Max Sitting (mm),Thumb Tip Reach (mm),TTR 1 (mm),TTR 2 (mm),TTR 3 (mm),Triceps Skinfold (mm),Total Crotch Length (Crotch Length) (mm),Vertical Trunk Circumference (mm),"Waist Circumference, Pref (mm)",Waist Front Length (mm),"Waist Height, Preferred (mm)",Weight (kg),frontal_image,lateral_image,frontal_mask,lateral_mask
1743,Female,535.0,224.0,176.0,463.0,708.0,532.0,287.0,355.0,126.0,858.0,732.0,541.0,870.0,721.0,219.0,713.0,103.0,225.0,176.0,173.0,145.0,540.0,189.0,336.0,880.0,789.0,570.0,392.0,389.0,820.0,1553.0,15.0,500.0,508.0,680.0,684.0,680.0,676.0,13.5,629.0,1451.0,614.0,330.0,960.0,50.11,csr1743a_frontal.png,csr1743a_lateral.png,csr1743a_frontal_mask.png,csr1743a_lateral_mask.png
1744,Male,570.0,252.0,214.0,540.0,846.0,632.0,326.0,414.0,133.0,1005.0,,559.0,1016.0,771.0,218.0,778.0,112.0,248.0,198.0,194.0,150.0,564.0,197.0,349.0,964.0,793.0,534.0,437.0,490.0,880.0,1685.0,14.0,569.0,559.0,777.3,780.0,776.0,776.0,11.0,590.0,1562.0,833.0,450.0,983.0,69.39,csr1744a_frontal.png,csr1744a_lateral.png,csr1744a_frontal_mask.png,csr1744a_lateral_mask.png
1745,Male,590.0,252.0,232.0,559.0,856.0,624.0,327.0,486.0,149.0,1206.0,,594.0,1216.0,722.0,244.0,784.0,116.0,248.0,225.0,195.0,157.0,605.0,211.0,410.0,1118.0,809.0,519.0,489.0,518.0,911.0,1689.0,29.5,645.0,641.0,776.6,775.0,774.0,781.0,13.5,675.0,1672.0,1044.0,485.0,989.0,99.09,csr1745a_frontal.png,csr1745a_lateral.png,csr1745a_frontal_mask.png,csr1745a_lateral_mask.png
1746,Female,638.0,267.0,199.0,544.0,825.0,626.0,345.0,455.0,134.0,1176.0,985.0,623.0,1065.0,762.0,277.0,835.0,119.0,263.0,192.0,186.0,149.0,578.0,196.0,487.0,1259.0,824.0,531.0,420.0,484.0,944.0,1752.0,30.0,741.0,762.0,783.3,780.0,777.0,793.0,35.5,762.0,1797.0,1015.0,453.0,1036.0,101.81,csr1746a_frontal.png,csr1746a_lateral.png,csr1746a_frontal_mask.png,csr1746a_lateral_mask.png
1747,Male,628.0,253.0,200.0,531.0,842.0,642.0,331.0,393.0,133.0,880.0,,613.0,907.0,833.0,269.0,863.0,117.0,264.0,209.0,205.0,153.0,583.0,210.0,355.0,941.0,956.0,571.0,432.0,432.0,980.0,1863.0,7.0,498.0,504.0,784.6,785.0,784.0,785.0,5.5,609.0,1620.0,785.0,450.0,1094.0,66.89,csr1747a_frontal.png,csr1747a_lateral.png,csr1747a_frontal_mask.png,csr1747a_lateral_mask.png
1750,Female,525.0,239.0,195.0,504.0,776.0,581.0,309.0,395.0,132.0,1074.0,836.0,596.0,998.0,716.0,201.0,722.0,101.0,241.0,178.0,181.0,146.0,554.0,185.0,431.0,1161.0,761.0,489.0,404.0,460.0,825.0,1556.0,39.0,705.0,704.0,742.6,739.0,749.0,740.0,45.0,668.0,1516.0,849.0,386.0,936.0,78.68,csr1750a_frontal.png,csr1750a_lateral.png,csr1750a_frontal_mask.png,csr1750a_lateral_mask.png
1751,Female,589.0,233.0,184.0,490.0,742.0,558.0,306.0,374.0,136.0,908.0,751.0,550.0,874.0,727.0,270.0,755.0,109.0,243.0,182.0,167.0,146.0,546.0,184.0,382.0,999.0,760.0,491.0,384.0,415.0,859.0,1624.0,15.5,591.0,602.0,711.3,714.0,707.0,713.0,26.0,674.0,1554.0,731.0,359.0,980.0,61.22,csr1751a_frontal.png,csr1751a_lateral.png,csr1751a_frontal_mask.png,csr1751a_lateral_mask.png
1752,Female,565.0,248.0,201.0,520.0,783.0,582.0,319.0,399.0,135.0,1006.0,805.0,616.0,969.0,752.0,227.0,769.0,114.0,247.0,202.0,194.0,144.0,549.0,186.0,470.0,1184.0,825.0,517.0,421.0,448.0,874.0,1659.0,33.5,648.0,664.0,743.0,739.0,744.0,746.0,38.5,772.0,1655.0,872.0,364.0,1033.0,78.68,csr1752a_frontal.png,csr1752a_lateral.png,csr1752a_frontal_mask.png,csr1752a_lateral_mask.png
1753,Female,578.0,241.0,191.0,502.0,769.0,578.0,311.0,425.0,141.0,1080.0,870.0,593.0,1061.0,730.0,247.0,744.0,106.0,242.0,194.0,184.0,147.0,564.0,193.0,448.0,1172.0,900.0,506.0,415.0,464.0,865.0,1642.0,31.5,674.0,730.0,723.6,720.0,723.0,728.0,38.0,637.0,1684.0,1039.0,483.0,959.0,87.3,csr1753a_frontal.png,csr1753a_lateral.png,csr1753a_frontal_mask.png,csr1753a_lateral_mask.png
1754,Female,643.0,248.0,186.0,517.0,803.0,617.0,331.0,392.0,133.0,1000.0,813.0,611.0,931.0,796.0,300.0,793.0,113.0,258.0,189.0,199.0,147.0,550.0,188.0,477.0,1198.0,961.0,533.0,394.0,431.0,905.0,1711.0,25.5,669.0,687.0,744.3,746.0,742.0,745.0,35.0,782.0,1709.0,807.0,363.0,1085.0,82.77,csr1754a_frontal.png,csr1754a_lateral.png,csr1754a_frontal_mask.png,csr1754a_lateral_mask.png
1755,Female,583.0,243.0,175.0,491.0,768.0,593.0,316.0,377.0,132.0,913.0,760.0,585.0,860.0,797.0,237.0,761.0,116.0,243.0,186.0,182.0,142.0,545.0,192.0,369.0,968.0,856.0,520.0,388.0,399.0,853.0,1660.0,12.5,571.0,588.0,760.3,761.0,757.0,763.0,14.0,627.0,1488.0,741.0,364.0,1036.0,59.18,csr1755a_frontal.png,csr1755a_lateral.png,csr1755a_frontal_mask.png,csr1755a_lateral_mask.png
1757,Female,556.0,248.0,199.0,515.0,772.0,573.0,316.0,416.0,137.0,995.0,812.0,576.0,940.0,728.0,230.0,709.0,114.0,239.0,197.0,174.0,146.0,549.0,181.0,402.0,1052.0,891.0,502.0,406.0,438.0,824.0,1578.0,21.0,648.0,652.0,724.0,728.0,714.0,730.0,27.0,699.0,1564.0,880.0,391.0,979.0,72.56,csr1757a_frontal.png,csr1757a_lateral.png,csr1757a_frontal_mask.png,csr1757a_lateral_mask.png
1758,Female,564.0,227.0,173.0,488.0,754.0,581.0,315.0,389.0,134.0,955.0,774.0,578.0,915.0,727.0,232.0,763.0,106.0,226.0,175.0,181.0,149.0,568.0,196.0,390.0,1024.0,777.0,484.0,391.0,411.0,868.0,1624.0,24.0,587.0,572.0,744.6,744.0,750.0,740.0,29.0,712.0,1568.0,774.0,357.0,1001.0,66.21,csr1758a_frontal.png,csr1758a_lateral.png,csr1758a_frontal_mask.png,csr1758a_lateral_mask.png
1759,Male,620.0,254.0,204.0,558.0,875.0,671.0,354.0,408.0,146.0,968.0,,634.0,975.0,840.0,236.0,815.0,123.0,261.0,211.0,200.0,159.0,580.0,199.0,362.0,1005.0,916.0,571.0,421.0,455.0,925.0,1800.0,20.0,560.0,547.0,829.3,830.0,824.0,834.0,21.0,676.0,1637.0,887.0,441.0,1123.0,71.88,csr1759a_frontal.png,csr1759a_lateral.png,csr1759a_frontal_mask.png,csr1759a_lateral_mask.png
1760,Female,544.0,234.0,188.0,490.0,741.0,553.0,302.0,366.0,127.0,822.0,712.0,545.0,817.0,730.0,225.0,733.0,122.0,235.0,185.0,178.0,143.0,533.0,182.0,383.0,964.0,740.0,489.0,364.0,386.0,853.0,1590.0,6.5,544.0,563.0,718.0,716.0,718.0,720.0,11.0,638.0,1465.0,655.0,342.0,972.0,53.97,csr1760a_frontal.png,csr1760a_lateral.png,csr1760a_frontal_mask.png,csr1760a_lateral_mask.png
1762,Female,549.0,233.0,186.0,505.0,776.0,590.0,319.0,341.0,127.0,832.0,739.0,584.0,815.0,746.0,204.0,757.0,103.0,233.0,172.0,177.0,145.0,543.0,184.0,380.0,984.0,780.0,494.0,370.0,407.0,858.0,1625.0,10.0,567.0,587.0,741.3,741.0,743.0,740.0,16.0,655.0,1478.0,680.0,338.0,1004.0,55.33,csr1762a_frontal.png,csr1762a_lateral.png,csr1762a_frontal_mask.png,csr1762a_lateral_mask.png
1763,Female,597.0,236.0,188.0,520.0,809.0,621.0,332.0,368.0,130.0,884.0,722.0,603.0,775.0,788.0,246.0,759.0,104.0,249.0,178.0,192.0,143.0,520.0,182.0,386.0,1041.0,835.0,526.0,381.0,434.0,870.0,1685.0,13.5,585.0,579.0,773.6,774.0,776.0,771.0,23.5,686.0,1547.0,735.0,348.0,1065.0,61.68,csr1763a_frontal.png,csr1763a_lateral.png,csr1763a_frontal_mask.png,csr1763a_lateral_mask.png
1764,Female,563.0,224.0,193.0,485.0,752.0,559.0,292.0,372.0,138.0,916.0,766.0,554.0,890.0,745.0,241.0,759.0,107.0,228.0,180.0,177.0,149.0,542.0,184.0,353.0,959.0,902.0,489.0,392.0,412.0,847.0,1611.0,22.5,520.0,548.0,730.6,720.0,732.0,740.0,23.5,662.0,1512.0,724.0,355.0,1002.0,57.82,csr1764a_frontal.png,csr1764a_lateral.png,csr1764a_frontal_mask.png,csr1764a_lateral_mask.png
1766,Male,602.0,264.0,207.0,528.0,825.0,618.0,321.0,429.0,145.0,954.0,,601.0,994.0,806.0,253.0,782.0,110.0,253.0,207.0,204.0,159.0,571.0,194.0,356.0,939.0,823.0,541.0,435.0,445.0,909.0,1741.0,9.0,548.0,543.0,783.0,779.0,785.0,785.0,6.5,583.0,1602.0,788.0,432.0,1028.0,68.71,csr1766a_frontal.png,csr1766a_lateral.png,csr1766a_frontal_mask.png,csr1766a_lateral_mask.png
1767,Male,581.0,259.0,255.0,592.0,895.0,640.0,337.0,434.0,142.0,1150.0,,622.0,1171.0,823.0,213.0,794.0,132.0,269.0,213.0,205.0,152.0,587.0,211.0,374.0,1044.0,892.0,584.0,459.0,534.0,920.0,1807.0,24.0,621.0,623.0,821.3,826.0,813.0,825.0,16.5,535.0,1692.0,959.0,525.0,1001.0,91.16,csr1767a_frontal.png,csr1767a_lateral.png,csr1767a_frontal_mask.png,csr1767a_lateral_mask.png
1768,Female,620.0,294.0,208.0,564.0,851.0,643.0,356.0,529.0,134.0,1322.0,1050.0,691.0,1204.0,786.0,277.0,806.0,120.0,235.0,201.0,197.0,144.0,558.0,191.0,567.0,1527.0,988.0,545.0,459.0,532.0,911.0,1729.0,51.0,911.0,935.0,792.6,814.0,787.0,777.0,51.0,877.0,1865.0,1191.0,499.0,1093.0,146.49,csr1768a_frontal.png,csr1768a_lateral.png,csr1768a_frontal_mask.png,csr1768a_lateral_mask.png
1769,Female,524.0,221.0,178.0,467.0,720.0,542.0,289.0,339.0,134.0,832.0,730.0,550.0,842.0,703.0,199.0,720.0,103.0,221.0,169.0,163.0,150.0,553.0,183.0,356.0,942.0,754.0,477.0,358.0,397.0,830.0,1574.0,12.0,507.0,510.0,714.3,722.0,714.0,707.0,24.5,622.0,1440.0,706.0,359.0,964.0,52.61,csr1769a_frontal.png,csr1769a_lateral.png,csr1769a_frontal_mask.png,csr1769a_lateral_mask.png
1773,Female,569.0,246.0,206.0,550.0,832.0,626.0,344.0,404.0,130.0,935.0,813.0,623.0,922.0,837.0,197.0,783.0,116.0,250.0,184.0,188.0,147.0,568.0,197.0,392.0,1028.0,885.0,551.0,404.0,425.0,907.0,1770.0,20.0,586.0,620.0,798.6,807.0,794.0,795.0,26.0,709.0,1567.0,768.0,375.0,1103.0,70.29,csr1773a_frontal.png,csr1773a_lateral.png,csr1773a_frontal_mask.png,csr1773a_lateral_mask.png
1776,Female,600.0,234.0,191.0,512.0,779.0,588.0,321.0,385.0,136.0,904.0,769.0,574.0,904.0,766.0,269.0,781.0,116.0,235.0,173.0,188.0,146.0,556.0,192.0,410.0,1023.0,811.0,500.0,394.0,425.0,898.0,1692.0,23.0,592.0,595.0,728.3,730.0,729.0,726.0,28.0,630.0,1583.0,811.0,418.0,1017.0,66.67,csr1776a_frontal.png,csr1776a_lateral.png,csr1776a_frontal_mask.png,csr1776a_lateral_mask.png
1777,Male,618.0,261.0,225.0,578.0,883.0,658.0,353.0,487.0,139.0,1059.0,,630.0,1117.0,836.0,240.0,831.0,134.0,263.0,209.0,209.0,159.0,576.0,203.0,364.0,976.0,970.0,573.0,461.0,510.0,945.0,1831.0,21.5,546.0,544.0,842.3,844.0,834.0,849.0,5.0,635.0,1732.0,865.0,485.0,1092.0,81.63,csr1777a_frontal.png,csr1777a_lateral.png,csr1777a_frontal_mask.png,csr1777a_lateral_mask.png
1778,Female,546.0,247.0,204.0,505.0,774.0,570.0,301.0,375.0,139.0,938.0,752.0,586.0,915.0,726.0,219.0,728.0,110.0,244.0,178.0,179.0,154.0,569.0,190.0,415.0,1091.0,777.0,500.0,401.0,421.0,832.0,1604.0,11.0,646.0,667.0,732.0,738.0,736.0,722.0,26.0,671.0,1561.0,784.0,362.0,966.0,68.25,csr1778a_frontal.png,csr1778a_lateral.png,csr1778a_frontal_mask.png,csr1778a_lateral_mask.png
1781,Female,599.0,235.0,191.0,513.0,796.0,605.0,322.0,375.0,133.0,874.0,745.0,578.0,856.0,813.0,254.0,811.0,123.0,242.0,184.0,188.0,142.0,570.0,202.0,381.0,982.0,846.0,550.0,395.0,418.0,923.0,1756.0,11.0,572.0,593.0,759.3,760.0,756.0,762.0,18.0,687.0,1561.0,711.0,369.0,1088.0,63.72,csr1781a_frontal.png,csr1781a_lateral.png,csr1781a_frontal_mask.png,csr1781a_lateral_mask.png
1782,Female,527.0,241.0,199.0,508.0,794.0,595.0,309.0,379.0,140.0,969.0,769.0,583.0,931.0,759.0,193.0,721.0,107.0,237.0,184.0,178.0,151.0,565.0,189.0,416.0,1038.0,811.0,510.0,377.0,437.0,822.0,1612.0,20.0,578.0,613.0,745.0,745.0,746.0,744.0,26.5,688.0,1522.0,751.0,355.0,1024.0,66.89,csr1782a_frontal.png,csr1782a_lateral.png,csr1782a_frontal_mask.png,csr1782a_lateral_mask.png
1784,Female,571.0,263.0,190.0,514.0,811.0,621.0,324.0,376.0,134.0,940.0,757.0,574.0,897.0,795.0,280.0,753.0,108.0,260.0,199.0,200.0,152.0,540.0,182.0,347.0,924.0,957.0,526.0,400.0,418.0,855.0,1665.0,19.0,509.0,516.0,790.3,789.0,799.0,783.0,17.0,685.0,1536.0,683.0,353.0,1066.0,59.18,csr1784a_frontal.png,csr1784a_lateral.png,csr1784a_frontal_mask.png,csr1784a_lateral_mask.png
1785,Male,626.0,274.0,228.0,607.0,936.0,708.0,379.0,503.0,149.0,1217.0,,678.0,1206.0,883.0,203.0,804.0,124.0,273.0,231.0,216.0,162.0,573.0,196.0,415.0,1172.0,1063.0,602.0,467.0,520.0,915.0,1852.0,25.5,605.0,589.0,899.3,905.0,895.0,898.0,11.0,743.0,1788.0,1043.0,456.0,1134.0,100.91,csr1785a_frontal.png,csr1785a_lateral.png,csr1785a_frontal_mask.png,csr1785a_lateral_mask.png
1786,Male,557.0,260.0,223.0,544.0,843.0,620.0,321.0,402.0,136.0,990.0,,593.0,1034.0,777.0,208.0,790.0,127.0,254.0,214.0,194.0,149.0,561.0,201.0,366.0,1017.0,832.0,545.0,447.0,504.0,911.0,1726.0,12.5,597.0,578.0,800.3,795.0,800.0,806.0,16.0,624.0,1584.0,867.0,433.0,1002.0,76.19,csr1786a_frontal.png,csr1786a_lateral.png,csr1786a_frontal_mask.png,csr1786a_lateral_mask.png
1788,Male,637.0,275.0,242.0,615.0,948.0,706.0,373.0,463.0,145.0,1136.0,,649.0,1154.0,841.0,231.0,863.0,116.0,284.0,216.0,214.0,159.0,608.0,209.0,426.0,1147.0,984.0,596.0,479.0,528.0,984.0,1880.0,37.0,617.0,605.0,896.6,895.0,904.0,891.0,14.5,687.0,1829.0,1017.0,530.0,1098.0,101.36,csr1788a_frontal.png,csr1788a_lateral.png,csr1788a_frontal_mask.png,csr1788a_lateral_mask.png
1789,Female,605.0,257.0,213.0,543.0,818.0,605.0,330.0,388.0,135.0,892.0,779.0,588.0,895.0,764.0,252.0,841.0,117.0,256.0,204.0,196.0,155.0,573.0,197.0,426.0,1095.0,828.0,529.0,414.0,448.0,941.0,1726.0,19.0,603.0,620.0,754.0,753.0,750.0,759.0,34.5,728.0,1611.0,754.0,367.0,1049.0,73.02,csr1789a_frontal.png,csr1789a_lateral.png,csr1789a_frontal_mask.png,csr1789a_lateral_mask.png
1790,Male,592.0,258.0,215.0,575.0,905.0,690.0,360.0,465.0,134.0,1107.0,,650.0,1146.0,871.0,209.0,776.0,119.0,269.0,213.0,214.0,151.0,566.0,195.0,382.0,1048.0,922.0,584.0,465.0,519.0,909.0,1822.0,24.0,628.0,654.0,863.3,859.0,864.0,867.0,13.5,646.0,1706.0,920.0,481.0,1094.0,92.74,csr1790a_frontal.png,csr1790a_lateral.png,csr1790a_frontal_mask.png,csr1790a_lateral_mask.png
1791,Female,560.0,252.0,196.0,516.0,780.0,584.0,320.0,398.0,138.0,966.0,852.0,613.0,961.0,753.0,222.0,746.0,111.0,238.0,189.0,177.0,147.0,537.0,182.0,455.0,1154.0,835.0,513.0,424.0,452.0,845.0,1615.0,18.0,717.0,724.0,714.6,716.0,725.0,703.0,41.0,750.0,1573.0,817.0,650.0,1040.0,82.09,csr1791a_frontal.png,csr1791a_lateral.png,csr1791a_frontal_mask.png,csr1791a_lateral_mask.png
1792,Male,588.0,241.0,210.0,524.0,810.0,600.0,314.0,392.0,136.0,939.0,,566.0,992.0,764.0,244.0,765.0,117.0,246.0,202.0,194.0,157.0,581.0,202.0,324.0,897.0,811.0,514.0,433.0,473.0,880.0,1671.0,10.5,534.0,532.0,745.0,734.0,742.0,759.0,7.5,559.0,1555.0,759.0,421.0,968.0,63.49,csr1792a_frontal.png,csr1792a_lateral.png,csr1792a_frontal_mask.png,csr1792a_lateral_mask.png
1793,Female,523.0,255.0,199.0,542.0,815.0,616.0,343.0,410.0,132.0,1070.0,829.0,615.0,1029.0,770.0,199.0,753.0,116.0,240.0,182.0,183.0,151.0,579.0,201.0,429.0,1149.0,957.0,531.0,412.0,433.0,862.0,1686.0,30.0,629.0,624.0,793.6,801.0,783.0,797.0,32.5,740.0,1624.0,949.0,365.0,1039.0,80.05,csr1793a_frontal.png,csr1793a_lateral.png,csr1793a_frontal_mask.png,csr1793a_lateral_mask.png
1794,Male,599.0,244.0,227.0,571.0,874.0,647.0,344.0,379.0,135.0,927.0,,602.0,941.0,826.0,241.0,736.0,113.0,248.0,207.0,206.0,154.0,573.0,204.0,354.0,946.0,895.0,558.0,421.0,463.0,863.0,1737.0,7.0,528.0,514.0,829.6,828.0,828.0,833.0,3.5,581.0,1589.0,788.0,427.0,1037.0,67.35,csr1794a_frontal.png,csr1794a_lateral.png,csr1794a_frontal_mask.png,csr1794a_lateral_mask.png
1795,Female,527.0,237.0,203.0,530.0,783.0,580.0,327.0,391.0,136.0,984.0,763.0,629.0,918.0,742.0,178.0,753.0,117.0,242.0,183.0,170.0,147.0,550.0,191.0,454.0,1146.0,806.0,509.0,406.0,416.0,857.0,1643.0,24.0,636.0,549.0,729.6,732.0,723.0,734.0,27.0,721.0,1590.0,835.0,350.0,1013.0,71.2,csr1795a_frontal.png,csr1795a_lateral.png,csr1795a_frontal_mask.png,csr1795a_lateral_mask.png
1798,Male,594.0,267.0,207.0,530.0,825.0,618.0,323.0,416.0,136.0,887.0,,608.0,943.0,788.0,239.0,782.0,126.0,262.0,210.0,199.0,150.0,563.0,203.0,345.0,960.0,862.0,549.0,447.0,458.0,917.0,1744.0,15.5,560.0,554.0,765.3,773.0,765.0,758.0,15.5,650.0,1620.0,774.0,422.0,1034.0,66.67,csr1798a_frontal.png,csr1798a_lateral.png,csr1798a_frontal_mask.png,csr1798a_lateral_mask.png
1800,Male,652.0,275.0,196.0,542.0,858.0,662.0,346.0,422.0,138.0,940.0,,618.0,996.0,812.0,288.0,855.0,121.0,280.0,219.0,217.0,153.0,588.0,210.0,352.0,995.0,865.0,579.0,465.0,494.0,966.0,1826.0,8.0,579.0,561.0,831.0,828.0,833.0,832.0,5.5,613.0,1693.0,820.0,444.0,1034.0,74.6,csr1800a_frontal.png,csr1800a_lateral.png,csr1800a_frontal_mask.png,csr1800a_lateral_mask.png
1801,Female,599.0,242.0,192.0,538.0,842.0,650.0,346.0,373.0,134.0,844.0,709.0,613.0,817.0,812.0,222.0,801.0,118.0,260.0,187.0,194.0,148.0,571.0,199.0,375.0,972.0,837.0,539.0,412.0,412.0,916.0,1753.0,16.5,555.0,566.0,787.3,783.0,787.0,792.0,20.5,748.0,1586.0,671.0,310.0,1114.0,61.68,csr1801a_frontal.png,csr1801a_lateral.png,csr1801a_frontal_mask.png,csr1801a_lateral_mask.png
1802,Female,542.0,234.0,181.0,465.0,719.0,538.0,284.0,327.0,123.0,866.0,696.0,555.0,810.0,714.0,231.0,746.0,102.0,223.0,184.0,176.0,141.0,534.0,185.0,377.0,975.0,753.0,478.0,370.0,382.0,840.0,1569.0,12.0,558.0,581.0,683.3,687.0,689.0,674.0,20.0,671.0,1487.0,,366.0,966.0,55.33,csr1802a_frontal.png,csr1802a_lateral.png,csr1802a_frontal_mask.png,csr1802a_lateral_mask.png
1803,Female,551.0,256.0,201.0,527.0,805.0,604.0,326.0,401.0,139.0,1062.0,840.0,603.0,963.0,781.0,205.0,760.0,117.0,239.0,197.0,185.0,151.0,572.0,195.0,421.0,1076.0,868.0,526.0,416.0,429.0,866.0,1677.0,24.0,604.0,605.0,805.3,802.0,807.0,807.0,25.0,726.0,1561.0,861.0,360.0,1078.0,75.28,csr1803a_frontal.png,csr1803a_lateral.png,csr1803a_frontal_mask.png,csr1803a_lateral_mask.png
1804,Male,577.0,252.0,220.0,557.0,842.0,622.0,337.0,407.0,144.0,885.0,,584.0,917.0,768.0,222.0,808.0,123.0,255.0,195.0,193.0,152.0,559.0,195.0,327.0,937.0,817.0,537.0,429.0,467.0,926.0,1734.0,10.0,530.0,515.0,789.3,789.0,789.0,790.0,7.5,632.0,1593.0,710.0,413.0,1017.0,64.85,csr1804a_frontal.png,csr1804a_lateral.png,csr1804a_frontal_mask.png,csr1804a_lateral_mask.png
1805,Female,545.0,233.0,193.0,519.0,789.0,596.0,326.0,337.0,123.0,842.0,708.0,585.0,826.0,809.0,200.0,738.0,105.0,235.0,175.0,183.0,140.0,524.0,180.0,345.0,892.0,852.0,520.0,386.0,410.0,845.0,1686.0,12.5,514.0,508.0,740.6,740.0,737.0,745.0,14.5,602.0,1428.0,,653.0,1052.0,49.66,csr1805a_frontal.png,csr1805a_lateral.png,csr1805a_frontal_mask.png,csr1805a_lateral_mask.png
1806,Female,549.0,249.0,184.0,485.0,765.0,581.0,301.0,382.0,127.0,915.0,795.0,577.0,885.0,714.0,223.0,736.0,119.0,241.0,187.0,177.0,141.0,533.0,187.0,414.0,,760.0,493.0,438.0,414.0,831.0,1564.0,25.5,619.0,619.0,724.3,723.0,728.0,722.0,33.5,608.0,1523.0,814.0,388.0,939.0,68.48,csr1806a_frontal.png,csr1806a_lateral.png,csr1806a_frontal_mask.png,csr1806a_lateral_mask.png
1808,Male,642.0,302.0,227.0,610.0,940.0,713.0,383.0,506.0,142.0,1173.0,,668.0,1216.0,917.0,241.0,877.0,126.0,307.0,225.0,228.0,155.0,583.0,206.0,413.0,1095.0,948.0,642.0,483.0,548.0,986.0,1945.0,11.5,650.0,642.0,891.6,887.0,892.0,896.0,6.5,661.0,1774.0,926.0,479.0,1170.0,103.17,csr1808a_frontal.png,csr1808a_lateral.png,csr1808a_frontal_mask.png,csr1808a_lateral_mask.png
1809,Female,589.0,250.0,198.0,488.0,756.0,558.0,290.0,343.0,135.0,870.0,757.0,560.0,861.0,744.0,269.0,799.0,118.0,251.0,197.0,187.0,147.0,539.0,183.0,379.0,991.0,770.0,505.0,395.0,407.0,901.0,1248.0,10.0,582.0,586.0,735.6,727.0,741.0,739.0,12.0,711.0,1530.0,670.0,359.0,1039.0,59.86,csr1809a_frontal.png,csr1809a_lateral.png,csr1809a_frontal_mask.png,csr1809a_lateral_mask.png
1810,Female,553.0,230.0,172.0,470.0,721.0,549.0,298.0,385.0,127.0,907.0,738.0,553.0,906.0,686.0,238.0,727.0,105.0,221.0,175.0,164.0,142.0,523.0,178.0,401.0,1044.0,748.0,475.0,417.0,405.0,834.0,1539.0,31.0,592.0,599.0,676.0,680.0,673.0,675.0,41.0,724.0,1504.0,745.0,315.0,969.0,62.13,csr1810a_frontal.png,csr1810a_lateral.png,csr1810a_frontal_mask.png,csr1810a_lateral_mask.png
1811,Female,638.0,255.0,201.0,523.0,800.0,599.0,322.0,377.0,126.0,861.0,711.0,593.0,876.0,813.0,285.0,834.0,114.0,254.0,190.0,188.0,136.0,531.0,184.0,375.0,979.0,839.0,534.0,398.0,420.0,945.0,1763.0,9.0,566.0,586.0,743.0,741.0,746.0,742.0,20.0,552.0,1585.0,788.0,469.0,1026.0,61.45,csr1811a_frontal.png,csr1811a_lateral.png,csr1811a_frontal_mask.png,csr1811a_lateral_mask.png
1812,Female,504.0,252.0,190.0,507.0,799.0,609.0,317.0,355.0,133.0,849.0,717.0,568.0,839.0,794.0,258.0,800.0,117.0,254.0,191.0,195.0,144.0,552.0,191.0,400.0,1027.0,815.0,538.0,390.0,401.0,912.0,1709.0,12.0,598.0,604.0,760.3,764.0,756.0,761.0,19.0,661.0,1562.0,702.0,374.0,1055.0,61.68,csr1812a_frontal.png,csr1812a_lateral.png,csr1812a_frontal_mask.png,csr1812a_lateral_mask.png
1814,Male,563.0,247.0,189.0,487.0,756.0,567.0,298.0,390.0,137.0,885.0,,547.0,938.0,695.0,229.0,763.0,131.0,245.0,213.0,181.0,153.0,553.0,192.0,327.0,904.0,733.0,487.0,435.0,446.0,876.0,1620.0,10.5,531.0,530.0,722.6,723.0,720.0,725.0,8.0,619.0,1539.0,712.0,367.0,955.0,58.28,csr1814a_frontal.png,csr1814a_lateral.png,csr1814a_frontal_mask.png,csr1814a_lateral_mask.png
1815,Female,601.0,254.0,193.0,505.0,764.0,571.0,312.0,428.0,132.0,1052.0,836.0,583.0,1008.0,718.0,278.0,789.0,121.0,236.0,189.0,183.0,149.0,571.0,196.0,438.0,1154.0,764.0,498.0,412.0,459.0,902.0,1644.0,37.0,702.0,708.0,730.3,727.0,728.0,736.0,37.5,723.0,1677.0,892.0,409.0,982.0,83.67,csr1815a_frontal.png,csr1815a_lateral.png,csr1815a_frontal_mask.png,csr1815a_lateral_mask.png
